pal|freq
boasted|3
aunts|1
unconquerable|4
warriors|3
veins—royal|1
vitiated|1
propensity|2
nourished|2
untutored|4
Sag|4
Harbor|4
bay|4
lands|6
complement|2
spurned|2
influence|9
prevail|3
vowed|3
vow|4
Alone|2
canoe|10
paddled|3
strait|2
quitted|4
reef|3
mangrove|1
thickets|2
Hiding|1
paddle|2
gliding|13
flash|8
gained|14
dash|7
capsized|3
sank|15
climbed|1
chains|11
grappled|1
ringbolt|1
hacked|1
threatened|4
suspended|26
cutlass|1
naked|12
wrists|6
budged|1
Struck|2
desperate|11
dauntlessness|1
relented|1
savage—this|1
Prince|2
Wales|1
toil|12
shipyards|1
cities|3
disdained|2
ignominy|1
happily|4
enlightening|1
countrymen|1
bottom—so|1
me—he|1
actuated|1
Christians|7
arts|3
happier|2
practices|1
infinitely|4
heathens|1
Arrived|2
wages|3
Thought|1
lived|13
wore|11
gibberish|2
Hence|9
asked|14
propose|4
coronation|5
consider|15
feeble|2
fearful|12
Christianity|2
unfitted|1
undefiled|1
throne|8
—as|6
baptized|2
nonce|2
sow|2
oats|1
sceptre|1
movements|3
vocation|11
intention|8
promising|4
mess|3
share|4
hap|2
boldly|10
dip|5
Potluck|1
worlds|7
joyously|3
affection|3
usefulness|1
ignorant|10
mysteries|5
acquainted|4
dying|12
embraced|4
Next|10
disposing|2
barber|1
block|10
settled|12
Queequeg—especially|1
cock|4
bull|8
alarmed|6
companied|1
wheelbarrow|2
embarking|1
sack|1
Moss|4
schooner|5
stared|1
much—for|1
wheeling|5
barrow|3
adjust|1
sheath|3
barbs|12
troublesome|1
hinted|24
assured|6
inland|6
reapers|1
mowers|4
farmers|1
meadows|3
scythes—though|1
wise|18
obliged|5
furnish|9
them—even|1
reasons|11
preferred|1
Shifting|1
owners|17
lent|1
boarding|2
thing—though|1
barrow—Queequeg|1
puts|3
lashes|1
marches|2
Didn|10
feasts|1
fragrant|6
cocoanuts|2
calabash|3
punchbowl|5
forms|12
ornament|1
braided|3
feast|6
commander—from|1
stately|5
punctilious|2
gentleman|19
captain—this|1
commander|14
sister|5
princess|1
guests|4
bride|4
bamboo|1
assigned|3
post|6
majesty|6
Grace|3
grace|4
we—though|1
unlike|6
platters|1
copying|5
ducks|1
Giver|1
feasts—Grace|1
opens|2
banquet|4
immemorial|6
dipping|3
consecrated|1
consecrating|1
bowl|6
beverage|1
circulates|1
noting|2
himself—being|1
ship—as|1
precedence|1
house—the|1
proceeds|8
—taking|2
fingerglass|1
tink|2
—Didn|1
luggage|1
Hoisting|1
Acushnet|1
icecovered|1
Huge|1
hills|7
casks|19
worldwandering|2
safely|5
fires|4
forges|1
melt|1
pitch|15
betokening|1
cruises|2
start|27
perilous|15
aye|58
endlessness|1
intolerableness|1
effort|5
Gaining|1
bracing|4
breeze|18
waxed|1
snortings|1
snuffed|5
Tartar|4
—how|3
turnpike|1
—that|11
highway|2
marks|15
slavish|2
heels|2
hoofs|3
admire|3
magnanimity|1
permit|3
records|1
foamfountain|1
drink|15
nostrils|7
filed|3
pointed|26
homage|8
blast|9
ducked|1
Sultan|1
Sideways|2
ropeyarn|3
tingling|3
wire|2
buckling|1
canes|2
tornadoes|3
jeering|1
glances|7
lubberlike|1
assembly|1
marvelled|4
companionable|1
dignified|1
whitewashed|1
boobies|1
intense|18
greenness|3
saplings|1
mimicking|1
Dropping|2
miraculous|4
strength|23
sent|17
midsomerset|1
bursting|12
Capting|4
yelled|6
Hallo|1
gaunt|5
rib|10
stalking|1
thunder|17
shivering|7
greenhorn|2
Kille|1
twisting|4
expression|8
disdain|3
ah|4
bevy|1
smalle|2
fishe|2
roared|13
happened|16
strain|12
mainsail|1
parted|8
weathersheet|1
boom|5
handled|5
roughly|1
swept|8
panic|6
snatching|8
madness|16
ticking|1
snapping|3
splinters|5
capable|6
lower|56
consternation|9
deftly|2
crawling|6
whipped|1
secured|15
lasso|1
jerk|2
trapped|2
stripped|10
arc|2
leap|11
revealing|4
freezing|2
glorious|4
saved|5
Shooting|1
matters|13
dragging|7
lifeless|4
restored|3
voted|1
trump|2
clove|1
barnacle|1
Was|10
unconsciousness|1
deserved|3
medal|1
Humane|1
Magnanimous|1
Societies|1
water—fresh|1
water—something|1
wipe|1
brine|4
himself—|2
mutual|5
jointstock|1
mentioning|3
occupies|1
Eddystone|2
lighthouse|1
it—a|2
hillock|1
elbow|1
beach|16
background|3
blotting|1
wights|1
plant|3
import|1
Canada|2
thistles|1
leak|14
cask|9
bits|8
Rome|5
toadstools|1
blade|8
oasis|1
blades|6
prairie|10
quicksand|1
Laplander|1
snowshoes|1
inclosed|3
surrounded|8
utter|6
chairs|2
tables|3
clams|3
adhering|4
backs|10
turtles|1
extravaganzas|1
Illinois|3
wondrous|41
traditional|1
redmen|1
legend|2
olden|1
eagle|4
swooped|2
infant|1
talons|1
lament|1
parents|1
direction|14
Setting|2
casket|3
Nantucketers|10
livelihood|2
crabs|3
quohogs|1
grown|15
bolder|1
waded|1
nets|1
mackerel|1
captured|17
cod|6
launching|2
navy|5
explored|2
belt|4
circumnavigations|1
peeped|2
Behring|2
seasons|8
declared|13
war|8
mightiest|6
animated|6
survived|3
flood|10
mountainous|3
Himmalehan|1
saltsea|2
Mastodon|1
clothed|4
portentousness|2
unconscious|6
panics|1
dreaded|4
fearless|8
malicious|9
assaults|4
hermits|2
issuing|2
anthill|1
overrun|1
conquered|3
Alexanders|1
parcelling|1
pirate|5
powers|6
Poland|2
Mexico|3
Texas|2
pile|7
Cuba|2
overswarm|1
blazing|6
banner|1
thirds|4
terraqueous|1
globe|19
Nantucketer|21
owns|3
Emperors|5
empires|1
Merchant|3
extension|1
bridges|2
forts|1
privateers|1
highwaymen|1
road|4
plunder|2
fragments|3
draw|12
resides|3
riots|2
fro|16
ploughing|2
plantation|3
Noah|8
interrupt|1
overwhelmed|2
cocks|2
hides|3
climbs|2
chamois|1
hunters|24
Alps|3
smells|11
strangely|29
Earthsman|1
landless|2
gull|2
folds|6
wings|7
nightfall|4
furls|1
sails|37
lays|6
herds|11
walruses|1
snugly|4
recommended|2
cousin|1
Hosea|5
Try|3
Pots|3
asserted|3
proprietor|2
hotels|1
moreover|10
Cousin|1
chowders|3
potluck|1
directions|9
given|37
warehouse|1
larboard|7
outset|3
insisted|4
warehouse—our|1
departure—must|1
understood|2
peaceable|4
inhabitant|2
mistaking|3
pots|10
painted|12
asses|1
crosstrees|5
topmast|3
doorway|2
sawed|1
gallows|5
Perhaps|7
sensitive|1
impressions|10
vague|10
misgiving|1
crick|1
remaining|11
Innkeeper|1
landing|2
tombstones|2
oblique|3
freckled|1
gown|1
dull|7
injured|2
carrying|14
brisk|4
scolding|4
Get|3
combing|3
Mrs|13
affairs|6
postponing|1
seating|2
spread|24
relics|4
recently|5
repast|3
Clam|2
Cod|4
Cods|1
politeness|1
clammy|1
reception|1
resume|2
Shirt|1
waiting|3
hurried|7
leading|11
kitchen|4
bawling|2
savory|2
steam|4
belie|2
apparently|9
prospect|5
chowder|5
explained|4
hearken|3
juicy|3
bigger|2
hazel|2
nuts|1
pounded|1
pork|2
flakes|2
enriched|2
butter|8
plentifully|1
seasoned|3
pepper|2
Our|8
appetites|3
sharpened|1
fishing|1
food|14
surpassingly|1
despatched|1
expedition|1
bethinking|4
announcement|4
Stepping|1
uttered|3
emphasis|2
resumed|6
moments|12
savoury|1
flavor|4
codchowder|1
plying|3
spoons|1
effect|15
stultifying|1
chowderheaded|1
eel|1
Fishiest|1
fishy|4
fishbones|1
paved|3
clamshells|1
necklace|2
codfish|1
vertebra|3
books|14
superior|14
sharkskin|3
happening|4
brindled|1
cow|1
feeding|7
remnants|2
marching|6
decapitated|3
slipshod|1
nearest|10
precede|2
lady|8
harpoon—but|1
Stiggs|2
unfort|2
nt|1
v|1
ge|1
barrels|16
ile|1
sich|1
weepons|1
rooms|2
Both|6
couple|6
smoked|5
herring|4
variety|4
concocted|2
plans|1
morrow|2
concern|10
consulting|1
Yojo—the|1
god—and|1
Yojo|16
strongly|11
everyway|1
whalingfleet|2
harbor|8
concert|3
selecting|3
enjoined|1
selection|3
inasmuch|7
purposed|1
befriending|1
irrespective|2
forgotten|9
excellence|3
forecast|1
esteem|3
god|14
succeed|4
benevolent|5
designs|2
relied|1
sagacity|1
fitted|12
fortunes|3
securely|3
remonstrances|1
acquiesce|1
accordingly|6
determined|6
rushing|14
energy|7
vigor|1
trifling|1
affair|17
bedroom—for|1
Lent|1
fasting|3
humiliation|1
liturgies|1
XXXIX|1
Articles—leaving|1
warming|1
sauntering|4
inquiries|1
learnt|1
threeyears|2
voyages—The|1
Devildam|2
Titbit|3
DevilDam|1
origin|3
celebrated|1
Massachusetts|3
Indians|4
extinct|3
Medes|1
peered|4
pryed|1
hopped|1
decided|5
quaint|2
aught|11
—squaretoed|1
luggers|1
Japanese|10
junks|2
butterbox|1
galliots|1
clawfooted|1
Long|10
weatherstained|1
typhoons|1
calms|3
hull|30
grenadier|2
alike|9
Egypt|3
Her|3
bearded|3
masts—cut|1
gale—her|1
stiffly|4
spines|1
kings|14
Cologne|3
worn|9
pilgrimworshipped|1
flagstone|1
Canterbury|1
Cathedral|2
Becket|1
bled|2
antiquities|2
features|11
pertaining|5
century|10
Peleg|72
chiefmate|5
retired|6
principal|5
term|10
chiefmateship|1
grotesqueness|1
inlaid|2
quaintness|1
material|7
device|2
unmatched|1
ThorkillHake|1
buckler|2
apparelled|2
barbaric|11
Ethiopian|2
emperor|2
pendants|1
trophies|2
tricking|1
chased|14
unpanelled|1
garnished|2
continuous|5
sperm|102
pins|1
fasten|5
hempen|7
thews|2
tendons|3
Those|9
sheaves|3
seaivory|1
Scorning|1
turnstile|1
reverend|5
sported|1
tiller|13
curiously|6
hereditary|7
foe|14
helmsman|11
steered|8
holds|7
steed|4
clutching|2
melancholy|8
candidate|3
nobody|2
overlook|2
tent|5
wigwam|8
mainmast|21
temporary|11
erection|1
conical|1
shape|17
consisting|3
slabs|4
rightwhale|3
Planted|1
ends|15
laced|1
mutually|3
sloped|1
apex|2
united|6
loose|21
hairy|3
fibres|6
waved|5
topknot|1
Pottowottamie|1
Sachem|1
triangular|4
faced|2
insider|1
concealed|3
tenement|1
noon|15
enjoying|2
respite|2
oaken|5
carving|5
stout|13
interlacing|2
constructed|2
elderly|1
heavily|7
pilotcloth|3
Quaker|10
microscopic|2
network|3
minutest|3
arisen|2
sailings|1
gales|3
windward|22
causes|3
muscles|4
pursed|1
eyewrinkles|1
effectual|1
scowl|2
advancing|18
Supposing|1
dost|13
wast|2
Nantucketer—ever|1
Dost|7
say—eh|1
that—|3
damned|6
lingo|2
talkest|1
marchant|4
Marchant|1
eh|16
—it|8
—Hast|1
—Didst|1
rob|1
didst|8
—Dost|1
murdering|3
officers|19
gettest|2
protested|1
innocence|4
mask|3
humorous|5
innuendoes|1
insulated|2
Quakerish|1
distrustful|4
aliens|1
hailed|20
Vineyard|7
Want|1
clapped|4
Peleg—that|1
Bildad|74
agents|3
wantest|3
tellest|2
bind|2
Clap|1
wilt|9
Young|4
nearer|15
devoured|2
chewed|4
crunched|3
monstrousest|1
parmacetty|2
chipped|1
—ah|1
hearty|8
exclamation|4
ferocity|4
accident|6
shark|21
Sure|2
merchant—|1
Hard|3
Mind|2
service—don|1
aggravate|1
inclined|9
Answer|2
positively|1
indispensable|11
rid|4
experience|10
weatherbow|1
request|4
humorously|5
concentrating|2
crow|12
perceived|14
floodtide|2
obliquely|8
unlimited|1
monotonous|1
forbidding|2
report|7
replied—|1
horizon|18
squall|18
staggered|3
any—I|1
best—and|1
expressed|5
willingness|1
mayest|1
added—|1
Seated|1
transom|5
uncommon|16
shares|3
ports|5
annuitants|1
fatherless|1
chancery|1
owning|2
timber|4
nail|6
People|4
approved|1
state|25
stocks|3
originally|16
sect|2
inhabitants|4
retain|7
variously|3
anomalously|2
modified|6
alien|5
heterogeneous|1
Quakers|3
sanguinary|1
whalehunters|2
fighting|5
instances|30
Scripture|1
names—a|1
singularly|4
fashion|11
island—and|1
childhood|3
imbibing|1
dramatic|3
idiom|1
audacious|6
blend|4
unoutgrown|1
dashes|2
unworthy|4
Scandinavian|2
seaking|1
poetical|2
greatly|6
natural|31
force|12
globular|4
stillness|3
seclusion|2
nightwatches|2
constellations|1
untraditionally|1
independently|1
virgin|6
voluntary|1
confiding|1
chiefly|18
accidental|1
advantages|1
language—that|1
nation|5
census—a|1
pageant|1
detract|1
dramatically|1
birth|7
overruling|1
morbidness|3
tragically|1
ambition|3
greatness|2
disease|1
results|1
phase|1
welltodo|1
Peleg—who|1
cared|3
deemed|14
selfsame|3
veriest|2
trifles—Captain|1
educated|1
according|20
strictest|2
Quakerism|1
unclad|2
lovely|11
Horn—all|1
jot|6
altered|3
vest|3
immutableness|1
lack|2
consistency|1
refusing|1
scruples|1
invaders|1
illimitably|1
invaded|1
sworn|3
bloodshed|1
straightbodied|1
spilled|8
tuns|2
gore|3
contemplative|2
pious|9
reminiscence|2
sage|2
religion|7
practical|13
dividends|1
Rising|2
cabinboy|1
drabbest|1
drab|3
shadbellied|1
becoming|3
boatheader|3
owner|10
career|4
retiring|3
goodly|2
dedicating|1
wellearned|1
income|2
incorrigible|1
seagoing|2
taskmaster|1
Categut|1
arriving|2
hospital|2
exhausted|5
hardhearted|1
swear|13
inordinate|3
cruel|7
unmitigated|1
drabcoloured|2
clutch|5
something—a|1
hammer|29
marlingspike|3
Indolence|1
idleness|3
exact|8
embodiment|3
utilitarian|2
superfluous|3
beard|5
chin|5
economical|2
nap|4
broadbrimmed|1
boltupright|1
tails|5
broadbrim|1
beside|6
crossed|12
vesture|3
buttoned|2
spectacles|4
volume|13
Ye|10
studying|4
knowledge|12
habituated|1
noticing|1
irreverence|1
inquiringly|1
wants|8
tone|6
unconsciously|5
spelling|1
mumbling|4
audible|1
blusterer|1
sharply|3
pen|5
ink|1
willing|4
engage|2
aware|5
profits|4
proportioned|1
importance|6
respective|4
duties|3
steer|9
splice|4
275th|4
lay—that|1
net|3
eventually|8
lucky|6
clothing|3
beef|16
stiver|1
accumulate|1
princely|2
fortune—and|1
Cloud|1
200th|1
broadshouldered|1
generous|5
Ashore|1
crony|1
proprietors|3
inconsiderable|3
management|6
stingy|1
fireside|4
vainly|6
mend|6
party|10
treasures|3
moth—|1
knowest|6
sepulchral|2
reply|7
seven|11
seventyseventh|6
moth|2
rust|5
corrupt|5
lay—|1
deceive|1
landsman|8
seventyseven|2
teenth|1
farthing|2
doubloons|7
swindle|1
Seven|1
mumbling—|1
treasure|1
hundredth|3
solemnly|8
owest|1
ship—widows|1
abundantly|2
reward|4
labors|2
starting|8
Blast|5
advice|6
lug|1
founder|2
steadily|11
impenitent|2
lest|7
leaky|6
sink|19
Fiery|1
insult|12
allfired|1
outrage|2
Flukes|1
flames|16
soulbolts|1
ll—I|1
ll—yes|1
goat|1
Out|7
canting|1
gun—a|1
thundered|1
sliding|10
celerity|3
eluded|3
Alarmed|1
outburst|1
responsible|1
sailing|33
questionably|1
owned|5
temporarily|9
stepped|7
egress|2
vanish|1
withdrawing|8
letting|3
lamb|1
nervously|2
agitated|4
Whew|1
whistled|1
last—|1
leeward|28
sharpening|2
grindstone|2
too—shall|1
Fetch|2
groaned|3
burying|2
Has|4
whaled|1
Killed|2
signing|3
doubting|2
absorbing|2
irrevocably|2
committing|2
Turning|1
inquiring|5
able|9
sick|9
Any|7
Ahab—so|1
think—but|1
lt|1
ungodly|3
godlike|2
forewarned|1
colleges|1
mong|2
wonders|12
foes|6
keenest|3
surest|1
crowned|3
lick|2
me—hither|1
significance|6
startled|6
Never|10
Twas|3
foolish|16
whim|3
widowed|2
twelvemonth|3
squaw|2
Tistig|2
Gayhead|2
prophetic|1
fools|3
warn|3
is—a|1
man—not|1
swearing|4
man—something|1
me—only|1
shooting|7
bleeding|3
stump|10
accursed|9
moody—desperate|1
laughing|3
goodbye|4
thee—and|1
happens|12
wife—not|1
wedded—a|1
resigned|2
girl|6
Think|11
stricken|10
humanities|1
walked|6
thoughtfulness|1
incidentally|7
revealed|18
vagueness|1
painfulness|1
sympathy|2
sorrow|5
loss|9
describe|3
disincline|1
impatience|4
imperfectly|1
Fasting|1
Humiliation|1
continue|5
choose|6
disturb|1
religious|2
obligations|2
undervalue|1
ants|1
toadstool|1
footmanism|1
unprecedented|3
planets|3
torso|1
deceased|1
possessions|1
rented|1
vastly|1
pagans|4
halfcrazy|1
subjects|6
absurd|3
notions|2
arguing|1
avail|2
all—Presbyterians|1
Pagans|1
alike—for|1
mending|3
rituals|1
knocked|6
fastened|11
keyhole|3
—all|8
I—Ishmael|1
apoplectic|1
sinister|2
footboard|1
shaft|3
landlady|6
chamber|2
abroad|6
—Queequeg|1
Apoplexy|1
stubbornly|2
resisted|1
Running|2
stated|4
met—the|1
chambermaid|1
La|2
la|6
mouse|3
—Mistress|1
murder|10
apoplexy|2
—and|14
mustardpot|2
vinegarcruet|4
castors|2
meantime|2
Woodhouse|1
Run|3
pry|4
door—the|1
emptyhanded|1
interposed|2
castor|3
doctor|1
talking|6
prying|3
seized|18
rapid|12
Unconsciously|2
clapping|4
ruminated|2
exclaimed—|4
closet|3
returning|6
nate|1
again—there|2
counterpane—God|1
—there|10
Betty|1
Snarles|1
Painter|1
with—|1
suicides|1
permitted|7
—might|1
birds|11
merciful|1
ghost|12
premises|2
spoiled|4
locksmith|1
mile|6
sidepocket|1
supplemental|2
bolt|5
unwithdrawn|1
vowing|1
dashed|22
knob|1
slamming|1
plaster|1
selfcollected|1
squatting|1
hams|4
neither|13
hain|1
sittin|1
pushing|5
change|9
intolerable|9
painfully|2
unnaturally|1
constrained|2
probability|6
meals|6
Closing|1
do—for|1
blandishments—he|1
peg|2
creed|1
later|3
punctual|1
listening|4
plumpudding|1
whalingvoyage|2
brig|3
confined|3
plumpuddingers|1
eleven|2
termination|1
stirred|5
vexed|2
senseless|1
insane|3
starve|1
Despairing|1
promised|3
faintest|2
blown|4
Queequeg—not|1
off—sitting|1
uneasy|2
squatted|1
grating|3
cheerful|4
limped|2
objection|2
becomes|12
frantic|15
positive|3
torment|1
argue|3
rise|17
progress|4
primitive|3
religions|3
labored|1
Lents|1
Ramadans|2
hamsquattings|1
nonsense|4
health|6
useless|6
opposed|1
laws|13
Hygiene|1
extremely|3
sagacious|6
pained|2
deplorably|1
argued|4
caves|1
necessarily|3
halfstarved|1
religionists|1
hereafters|1
digressively|1
undigested|1
appledumpling|1
perpetuated|1
dyspepsias|1
nurtured|4
dyspepsia|4
expressing|2
memorable|2
enemy|5
cooked|6
eaten|3
inferences|1
hinting|3
custom|6
barbecue|1
yard|6
victor|3
trenchers|1
pilau|1
breadfruit|1
parsley|1
mouths|9
compliments|2
presents|7
turkeys|1
remarks|2
impression|5
couch|1
simply|9
condescending|1
compassion|1
hopelessly|4
evangelical|2
piety|2
prodigiously|1
sorts|19
profit|5
halibut|1
walking|7
gruff|1
loudly|7
announcing|5
sticking|4
converted|4
Son|3
communion|1
member|7
Congregational|3
worships|2
Deacon|4
Deuteronomy|3
Coleman|1
meetinghouse|1
rubbed|3
bandana|1
Philistine|1
meeting|11
deacon|1
sternly|1
me—explain|1
thyself|24
Hittite|1
Finding|1
Catholic|2
belong|11
Congregation|1
crotchets|1
belief|4
Splice|1
st|35
missionary|3
foremast|6
sermon|3
Deuteronomy—why|1
reckoned|1
Quohog|9
there—what|1
handles|2
whaleboat|26
Without|2
whaleboats|6
knee|5
poising|2
Cap|1
dere|2
spose|2
den|11
aim|3
brim|2
glistening|7
hauling|4
sposee|1
whalee|1
dad|1
Quick|8
partner|1
retreated|4
Hedgehog|1
ninetieth|2
preliminaries|2
ceremonies|1
abashed|1
counterpart|3
obstinate|2
appellative|2
X|1
rising|29
broadskirted|1
bundle|2
tracts|1
entitled|10
Latter|1
Coming|4
Lose|1
clingest|1
beseech|1
remain|23
Belial|1
bondsman|1
Spurn|1
Bell|1
gracious|4
lingered|5
heterogeneously|1
Scriptural|1
domestic|10
phrases|1
Avast|11
spoiling|1
Pious|1
voyagers—it|1
straw|2
sharkish|3
Swaine|1
bravest|2
shrinked|1
sheered|1
afterclaps|1
Davy|2
Jones|2
prate|1
beliest|1
typhoon|1
Judgment|3
Hear|3
thrusting|9
thundering|2
hands—how|1
rig|4
jurymasts—how|1
buttoning|2
stalked|2
overlooking|2
sailmakers|1
topsail|3
pick|11
patch|1
tarred|2
twine|6
wasted|5
levelled|9
massive|5
forefinger|1
shabbily|1
faded|5
investing|2
confluent|3
smallpox|1
flowed|4
complicated|5
ribbed|6
torrent|2
dried|7
uninterrupted|2
Pequod—that|1
rapidly|19
shoving|1
bayonet|2
finger|10
signed|5
Anything|2
About|6
hav|5
n|5
chaps|5
—good|1
luck|10
fifth|5
wagon|1
deficiencies|1
abruptly|2
somebody|5
true—ye|1
riveted|5
earnestness|3
laughed|7
derisive|1
whalehunter|4
true—yes|1
Step|1
growl|2
go—that|1
nights|10
skrimmage|1
Spaniard|3
altar|4
Santa|2
—heard|1
spat|3
losing|4
prophecy|4
hows|1
mayhap|3
most—I|1
damaged|2
eh—sure|1
Pretty|1
beggarlike|1
reverie|3
Names|1
Anyhow|1
arranged|1
Morning|6
ineffable|3
bless|7
bamboozle|1
him—the|1
fool|12
way—you|1
easiest|2
secret|23
Elijah|15
commenting|1
humbug|3
bugbear|1
chancing|4
Somehow|1
dogging|2
intent|14
imagine|4
coupled|3
ambiguous|3
halfhinting|2
halfrevealing|1
shrouded|5
begat|3
kinds|3
wonderments|1
halfapprehensions|1
prediction|1
shadowy|1
satisfy|3
retraced|1
relieved|9
pronounced|5
coils|10
betokened|4
preparations|2
hurrying|4
lookout|7
purchasing|1
providing|6
stores|2
chests|3
traps|2
resolving|1
equipped|1
Every|10
things—beds|1
saucepans|1
knives|6
forks|3
shovels|1
tongs|9
napkins|2
nutcrackers|1
housekeeping|2
necessitates|3
grocers|1
costermongers|1
doctors|4
bakers|1
bankers|1
extent|6
impossibility|1
replacing|3
harbors|5
frequented|5
exposed|5
success|5
depends|4
spars|12
everythings|1
duplicate|3
period|18
arrival|5
Island|5
heaviest|2
storage|1
comprising|4
fuel|4
staves|3
odds|6
indefatigable|2
kindhearted|1
jar|3
pickles|1
steward|15
pantry|3
bunch|7
log|18
flannel|1
rheumatic|3
deserve|2
Charity—Aunt|1
Charity|6
charity|2
Aunt|3
bustle|2
yield|15
safety|7
comfort|7
consolation|1
score|9
wellsaved|1
startling|3
hearted|1
Quakeress|2
oilladle|1
longer|17
list|5
article|5
hobbling|2
hatchways|2
riggers|3
During|9
preparation|3
expected|7
captains|18
necessary|7
committed|2
absolute|4
dictator|2
suspects|3
involved|9
insensibly|2
strives|2
grey|15
imperfect|2
dawn|9
ahead|25
insinuating|1
uncertain|9
twilight|5
Hands|6
Lookee|1
Ain|3
impertinent|2
wonderingly|1
oblige|2
Oceans|2
prefer|2
detained|1
Holloa|3
stationary|4
hailing|7
paces|2
stole|6
shoulder|10
Did|10
matteroffact|1
Find|1
rejoined|3
against—but|1
mind—it|1
—sharp|2
Goodbye|4
Shan|1
Jury|1
wonderment|2
impudence|1
lumbered|1
slide|8
scuttle|18
rigger|3
tattered|1
peajacket|1
profoundest|5
slumber|3
dubiously|1
alluded|6
optically|1
deceived|2
marking|3
jocularly|1
establish|3
Gracious|1
perry|2
dood|2
hurt|2
Face|1
heaving|15
grinding|1
questioning|2
owing|20
absence|5
settees|1
sofas|2
chiefs|1
fattening|1
ottomans|1
comfortably|3
lazy|3
piers|1
excursion|1
gardenchairs|1
convertible|1
walkingsticks|1
attendant|2
desiring|1
settee|1
marshy|2
narrating|2
flourished|3
hatchetside|1
Perry|1
brained|1
soothed|3
attracted|4
vapour|12
filling|5
breathed|2
muffledness|1
revolved|5
smokers|1
Shipped|1
today|7
—Ahab|6
astir|2
lively|13
bestirred|3
actively|3
invisibly|2
enshrined|1
dismissal|1
hauled|8
everthoughtful|1
gift—a|1
nightcap|1
brotherinlaw|1
steward—after|1
issued|8
ready—just|1
him—nothing|1
Muster|2
here—blast|1
jointcommanders|1
appearances|4
weigh|5
steering|9
recovered—so|1
said—therefore|1
farewell|2
merrymaking|1
quit|8
commanding|5
Aft|1
sons|4
bachelors|1
Strike|4
—was|2
marquee|1
capstan|11
Blood|2
—jump|1
handspikes|6
station|2
addition|3
licensed|2
pilots|2
port—he|1
pilotfee|1
piloted|1
craft—Bildad|1
approaching|10
cheer|8
windlass|21
chorus|5
Booble|1
Alley|1
songs|1
Watts|1
Meantime|20
overseeing|2
ripped|1
frightful|3
handspike|2
comforting|1
poke|3
horrified|1
apparition|9
heave|14
Spring|7
sheephead|1
backbone|4
ye—spring|1
whiskers|6
Scotchcap|1
pants|2
imperturbable|2
drinking|4
merged|3
wintry|3
cased|2
armor|1
tusks|4
elephant|16
curving|2
depended|2
Lank|1
howled|5
cordage|3
rang|1
steady|25
notes|3
Sweet|3
swelling|3
Stand|23
Jews|1
Jordan|1
sweetly|2
fruition|1
Spite|2
wet|9
wetter|1
store|4
meads|2
glades|3
eternally|7
vernal|2
untrodden|1
unwilted|1
remains|24
midsummer|1
sailboat|1
ranging|7
alongside|27
unpleasing|1
affected|7
juncture|4
loath|4
depart|4
voyage—beyond|1
stormy|3
Capes|1
earned|2
invested|20
encounter|16
pitiless|2
brimful|1
—poor|2
strides|2
bounded|1
faroff|2
Eastern|2
Continents|1
coiling|7
pin|6
convulsively|2
grasped|6
lantern|12
gazing|22
heroically|1
tear|5
twinkling|1
deck—now|1
Bildad—come|1
Back|3
mainyard|3
Careful|2
—come|1
boy—say|1
Luck|1
Starbuck—luck|1
Stubb—luck|1
Flask—goodbye|1
all—and|1
murmured|12
incoherently|1
ye—a|1
hunt|22
needlessly|1
cedar|5
per|2
cent|1
forget|11
cooper|5
sailneedles|1
locker|4
miss|1
rejecting|2
gifts|1
tierce|4
beware|7
fornication|1
cheese|8
butter—twenty|1
cents|2
if—|1
palavering|1
—away|1
dropt|2
diverged|3
screaming|6
hulls|5
heavyhearted|1
blindly|7
lone|8
newlanded|1
encountered|16
vindictive|3
fearfulness|3
midwinter|2
unrestingly|3
push|5
Wonderfullest|1
unmentionable|1
memories|4
epitaphs|1
sixinch|1
stoneless|1
fared|1
stormtossed|2
miserably|3
drives|3
succor|3
hearthstone|4
blankets|1
mortalities|1
direst|3
hospitality|2
graze|3
keel|24
shudder|5
fights|3
gainst|2
blow|25
homeward|3
landlessness|2
forlornly|1
peril|12
bitterest|4
Know|1
Glimpses|1
mortally|2
intrepid|4
independence|1
wildest|2
conspire|1
shoreless|2
God—so|1
perish|2
infinite|8
ingloriously|1
wormlike|1
craven|4
agony|7
Bear|5
grimly|4
demigod|2
oceanperishing—straight|1
apotheosis|1
embarked|3
unpoetical|1
disreputable|1
anxiety|3
convince|1
injustice|3
hereby|7
accounted|9
level|23
liberal|3
professions|2
miscellaneous|4
metropolitan|3
advance|20
merits|1
emulation|1
naval|3
append|1
initials|1
SWF|1
visiting|3
card|3
procedure|5
preeminently|1
presuming|1
Doubtless|1
declines|2
honouring|1
amounts|1
butchering|1
defilements|2
Butchers|1
butchers|3
bloodiest|1
badge|3
Martial|1
Commanders|1
invariably|11
alleged|4
uncleanliness|1
initiated|1
facts|7
triumphantly|3
cleanliest|1
tidy|2
granting|2
slippery|6
comparable|1
carrion|2
battlefields|1
soldiers|3
plaudits|1
enhances|2
conceit|13
soldier|1
profession|5
veteran|4
recoil|3
fanning|2
eddies|3
comprehensible|2
interlinked|1
scouts|1
unwittingly|2
allabounding|1
adoration|2
tapers|6
lamps|3
shrines|1
De|4
Witt|1
admirals|2
fleets|3
Louis|5
XVI|1
France|5
personal|4
expense|6
Dunkirk|1
invite|1
families|2
Britain|1
1750|1
1788|1
bounties|1
L1000000|1
